Name,Position,Market Value,Year,Team
Leander Dendoncker,Defensive Midfield,€28.00m,2021,wolverhampton wanderers
Bruno Jordão,Defensive Midfield,€1.60m,2021,wolverhampton wanderers
João Moutinho,Central Midfield,€2.50m,2021,wolverhampton wanderers
Luke Cundle,Central Midfield,€800k,2021,wolverhampton wanderers
Connor Ronan,Central Midfield,€750k,2021,wolverhampton wanderers
Morgan Gibbs-White,Attacking Midfield,€11.00m,2021,wolverhampton wanderers
Chem Campbell,Attacking Midfield,-,2021,wolverhampton wanderers
Daniel Podence,Left Winger,€20.00m,2021,wolverhampton wanderers
Chiquinho,Left Winger,€3.00m,2021,wolverhampton wanderers
Pedro Neto,Right Winger,€32.00m,2021,wolverhampton wanderers
Francisco Trincão,Right Winger,€20.00m,2021,wolverhampton wanderers
Adama Traoré,Right Winger,€20.00m,2021,wolverhampton wanderers
Raúl Jiménez,Centre-Forward,€18.00m,2021,wolverhampton wanderers
Hee-chan Hwang,Centre-Forward,€16.00m,2021,wolverhampton wanderers
Fábio Silva,Centre-Forward,€15.00m,2021,wolverhampton wanderers
Alphonse Areola,Goalkeeper,€8.00m,2021,west ham united
Lukasz Fabianski,Goalkeeper,€1.00m,2021,west ham united
Darren Randolph,Goalkeeper,€800k,2021,west ham united
David Martin,Goalkeeper,€250k,2021,west ham united
Kurt Zouma,Centre-Back,€28.00m,2021,west ham united
Issa Diop,Centre-Back,€10.00m,2021,west ham united
Craig Dawson,Centre-Back,€3.00m,2021,west ham united
Angelo Ogbonna,Centre-Back,€1.20m,2021,west ham united
Aji Alese,Centre-Back,€500k,2021,west ham united
Jamal Baptiste,Centre-Back,€200k,2021,west ham united
Arthur Masuaku,Left-Back,€5.00m,2021,west ham united
Aaron Cresswell,Left-Back,€3.00m,2021,west ham united
Emmanuel Longelo,Left-Back,€150k,2021,west ham united
Vladimír Coufal,Right-Back,€12.00m,2021,west ham united
Ben Johnson,Right-Back,€9.00m,2021,west ham united
Ryan Fredericks,Right-Back,€1.50m,2021,west ham united
Harrison Ashby,Right-Back,€300k,2021,west ham united
Tomáš Souček,Defensive Midfield,€45.00m,2021,west ham united
Conor Coventry,Defensive Midfield,€500k,2021,west ham united
Keenan Appiah-Forson,Defensive Midfield,€300k,2021,west ham united
Freddie Potts,Defensive Midfield,€250k,2021,west ham united
Pierre Ekwah,Defensive Midfield,-,2021,west ham united
Ossama Ashley,Defensive Midfield,-,2021,west ham united
Declan Rice,Central Midfield,€80.00m,2021,west ham united
Pablo Fornals,Central Midfield,€22.00m,2021,west ham united
Alex Král,Central Midfield,€7.00m,2021,west ham united
Mark Noble,Central Midfield,€1.00m,2021,west ham united
Dan Chesters,Other,€250k,2021,west ham united
Nikola Vlašić,Attacking Midfield,€22.00m,2021,west ham united
Manuel Lanzini,Attacking Midfield,€12.00m,2021,west ham united
Kamarai Swyer,Attacking Midfield,-,2021,west ham united
Saïd Benrahma,Left Winger,€25.00m,2021,west ham united
Armstrong Oko-Flex,Left Winger,-,2021,west ham united
Jarrod Bowen,Right Winger,€42.00m,2021,west ham united
Andriy Yarmolenko,Right Winger,€2.50m,2021,west ham united
Sonny Perkins,Right Winger,€1.20m,2021,west ham united
Michail Antonio,Centre-Forward,€10.00m,2021,west ham united
Robert Sánchez,Goalkeeper,€16.00m,2021,brighton & hove albion
Kjell Scherpen,Goalkeeper,€2.20m,2021,brighton & hove albion
Christian Walton,Goalkeeper,€800k,2021,brighton & hove albion
Jason Steele,Goalkeeper,€600k,2021,brighton & hove albion
Tom McGill,Goalkeeper,-,2021,brighton & hove albion
Lewis Dunk,Centre-Back,€20.00m,2021,brighton & hove albion
Adam Webster,Centre-Back,€17.00m,2021,brighton & hove albion
Dan Burn,Centre-Back,€12.00m,2021,brighton & hove albion
Jan Paul van Hecke,Centre-Back,€5.00m,2021,brighton & hove albion
Shane Duffy,Centre-Back,€5.00m,2021,brighton & hove albion
Matt Clarke,Centre-Back,€3.00m,2021,brighton & hove albion
Antef Tsoungui,Centre-Back,€300k,2021,brighton & hove albion
Ed Turns,Centre-Back,€200k,2021,brighton & hove albion
Marc Cucurella,Left-Back,€28.00m,2021,brighton & hove albion
Haydon Roberts,Left-Back,€500k,2021,brighton & hove albion
James Furlong,Left-Back,-,2021,brighton & hove albion
Tariq Lamptey,Right-Back,€18.00m,2021,brighton & hove albion
Joël Veltman,Right-Back,€10.00m,2021,brighton & hove albion
Odeluga Offiah,Right-Back,€200k,2021,brighton & hove albion
Yves Bissouma,Defensive Midfield,€35.00m,2021,brighton & hove albion
Moisés Caicedo,Defensive Midfield,€6.00m,2021,brighton & hove albion
Tudor Băluță,Defensive Midfield,€1.80m,2021,brighton & hove albion
Enock Mwepu,Central Midfield,€18.00m,2021,brighton & hove albion
Alexis Mac Allister,Central Midfield,€16.00m,2021,brighton & hove albion
Jakub Moder,Central Midfield,€12.00m,2021,brighton & hove albion
Pascal Groß,Central Midfield,€6.00m,2021,brighton & hove albion
Steven Alzate,Central Midfield,€5.00m,2021,brighton & hove albion
Taylor Richards,Central Midfield,€400k,2021,brighton & hove albion
Marc Leonard,Central Midfield,€300k,2021,brighton & hove albion
Michal Karbownik,Other,€2.50m,2021,brighton & hove albion
Adam Lallana,Attacking Midfield,€2.00m,2021,brighton & hove albion
Andrew Moran,Attacking Midfield,€300k,2021,brighton & hove albion
Leandro Trossard,Left Winger,€20.00m,2021,brighton & hove albion
Abdallah Sima,Left Winger,€8.00m,2021,brighton & hove albion
Jeremy Sarmiento,Left Winger,€3.00m,2021,brighton & hove albion
Solly March,Right Winger,€9.00m,2021,brighton & hove albion
Neal Maupay,Centre-Forward,€18.00m,2021,brighton & hove albion
Aaron Connolly,Centre-Forward,€6.00m,2021,brighton & hove albion
Danny Welbeck,Centre-Forward,€4.00m,2021,brighton & hove albion
Andi Zeqiri,Centre-Forward,€2.30m,2021,brighton & hove albion
Jürgen Locadia,Centre-Forward,€2.00m,2021,brighton & hove albion
Florin Andone,Centre-Forward,€1.00m,2021,brighton & hove albion
Evan Ferguson,Centre-Forward,€600k,2021,brighton & hove albion
Freddie Woodman,Goalkeeper,€9.00m,2021,newcastle united
Martin Dúbravka,Goalkeeper,€4.00m,2021,newcastle united
Karl Darlow,Goalkeeper,€2.50m,2021,newcastle united
Mark Gillespie,Goalkeeper,€300k,2021,newcastle united
Dan Burn,Centre-Back,€12.00m,2021,newcastle united
Jamaal Lascelles,Centre-Back,€10.00m,2021,newcastle united
Fabian Schär,Centre-Back,€7.00m,2021,newcastle united
Ciaran Clark,Centre-Back,€1.80m,2021,newcastle united
Federico Fernández,Centre-Back,€1.50m,2021,newcastle united
Matt Targett,Left-Back,€17.00m,2021,newcastle united
Jamal Lewis,Left-Back,€10.00m,2021,newcastle united
Paul Dummett,Left-Back,€1.50m,2021,newcastle united
Kieran Trippier,Right-Back,€15.00m,2021,newcastle united
Emil Krafth,Right-Back,€5.00m,2021,newcastle united
Javier Manquillo,Right-Back,€3.00m,2021,newcastle united
Bruno Guimarães,Defensive Midfield,€40.00m,2021,newcastle united
Isaac Hayden,Defensive Midfield,€8.00m,2021,newcastle united
Joe Willock,Central Midfield,€22.00m,2021,newcastle united
Joelinton,Central Midfield,€20.00m,2021,newcastle united
Sean Longstaff,Central Midfield,€13.00m,2021,newcastle united
Jonjo Shelvey,Central Midfield,€10.00m,2021,newcastle united
Jeff Hendrick,Central Midfield,€5.00m,2021,newcastle united
Matty Longstaff,Central Midfield,€1.80m,2021,newcastle united
Elliot Anderson,Central Midfield,€200k,2021,newcastle united
Lucas De Bolle,Central Midfield,-,2021,newcastle united
Matt Ritchie,Other,€1.80m,2021,newcastle united
Joe White,Attacking Midfield,-,2021,newcastle united
Allan Saint-Maximin,Left Winger,€32.00m,2021,newcastle united
Ryan Fraser,Left Winger,€10.00m,2021,newcastle united
Miguel Almirón,Right Winger,€16.00m,2021,newcastle united
Jacob Murphy,Right Winger,€5.00m,2021,newcastle united
Callum Wilson,Centre-Forward,€18.00m,2021,newcastle united
Chris Wood,Centre-Forward,€10.00m,2021,newcastle united
Dwight Gayle,Centre-Forward,€1.50m,2021,newcastle united
Illan Meslier,Goalkeeper,€20.00m,2021,leeds united
Kristoffer Klaesson,Goalkeeper,€2.00m,2021,leeds united
Diego Llorente,Centre-Back,€18.00m,2021,leeds united
Robin Koch,Centre-Back,€16.00m,2021,leeds united
Pascal Struijk,Centre-Back,€15.00m,2021,leeds united
Liam Cooper,Centre-Back,€7.00m,2021,leeds united
Charlie Cresswell,Centre-Back,€3.00m,2021,leeds united
Kris Moore,Centre-Back,-,2021,leeds united
Junior Firpo,Left-Back,€12.00m,2021,leeds united
Leif Davis,Left-Back,€800k,2021,leeds united
Leo Hjelde,Left-Back,€800k,2021,leeds united
Liam McCarron,Left-Back,€500k,2021,leeds united
Luke Ayling,Right-Back,€4.00m,2021,leeds united
Cody Drameh,Right-Back,€3.00m,2021,leeds united
Jamie Shackleton,Right-Back,€2.50m,2021,leeds united
Archie Gray,Right-Back,-,2021,leeds united
Kalvin Phillips,Defensive Midfield,€50.00m,2021,leeds united
Jack Jenkins,Defensive Midfield,€150k,2021,leeds united
Nohan Kenneh,Defensive Midfield,-,2021,leeds united
Mateusz Klich,Central Midfield,€3.00m,2021,leeds united
Adam Forshaw,Central Midfield,€2.00m,2021,leeds united
Lewis Bate,Central Midfield,€1.00m,2021,leeds united
Stuart Dallas,Other,€4.00m,2021,leeds united
Stuart McKinstry,Other,€200k,2021,leeds united
Sam Greenwood,Attacking Midfield,€2.50m,2021,leeds united
Raphinha,Left Winger,€45.00m,2021,leeds united
Jack Harrison,Left Winger,€18.00m,2021,leeds united
Crysencio Summerville,Left Winger,€2.00m,2021,leeds united
Daniel James,Right Winger,€18.00m,2021,leeds united
Hélder Costa,Right Winger,€5.00m,2021,leeds united
Ian Poveda,Right Winger,€2.00m,2021,leeds united
Patrick Bamford,Centre-Forward,€16.00m,2021,leeds united
Rodrigo,Centre-Forward,€12.00m,2021,leeds united
Tyler Roberts,Centre-Forward,€8.00m,2021,leeds united
Joe Gelhardt,Centre-Forward,€6.00m,2021,leeds united
Alex McCarthy,Goalkeeper,€3.00m,2021,southampton fc
Fraser Forster,Goalkeeper,€2.00m,2021,southampton fc
Willy Caballero,Goalkeeper,€250k,2021,southampton fc
Harry Lewis,Goalkeeper,€200k,2021,southampton fc
Jan Bednarek,Centre-Back,€22.00m,2021,southampton fc
Mohammed Salisu,Centre-Back,€18.00m,2021,southampton fc
Jack Stephens,Centre-Back,€7.00m,2021,southampton fc
Lyanco,Centre-Back,€5.00m,2021,southampton fc
Dynel Simeu,Centre-Back,€1.00m,2021,southampton fc
Romain Perraud,Left-Back,€8.00m,2021,southampton fc
Thierry Small,Left-Back,€100k,2021,southampton fc
Tino Livramento,Right-Back,€25.00m,2021,southampton fc
Kyle Walker-Peters,Right-Back,€22.00m,2021,southampton fc
Yan Valery,Right-Back,€2.50m,2021,southampton fc
Ibrahima Diallo,Defensive Midfield,€10.00m,2021,southampton fc
Oriol Romeu,Defensive Midfield,€5.00m,2021,southampton fc
James Ward-Prowse,Central Midfield,€32.00m,2021,southampton fc
Stuart Armstrong,Central Midfield,€6.00m,2021,southampton fc
Will Smallbone,Central Midfield,€2.00m,2021,southampton fc
Kgaogelo Chauke,Central Midfield,€150k,2021,southampton fc
Moussa Djenepo,Left Winger,€10.00m,2021,southampton fc
Kazeem Olaigbe,Left Winger,-,2021,southampton fc
Nathan Redmond,Right Winger,€18.00m,2021,southampton fc
Mohamed Elyounoussi,Right Winger,€12.00m,2021,southampton fc
Nathan Tella,Right Winger,€1.80m,2021,southampton fc
Theo Walcott,Right Winger,€1.80m,2021,southampton fc
Tyler Dibling,Right Winger,-,2021,southampton fc
Armando Broja,Centre-Forward,€22.00m,2021,southampton fc
Ché Adams,Centre-Forward,€18.00m,2021,southampton fc
Adam Armstrong,Centre-Forward,€15.00m,2021,southampton fc
Michael Obafemi,Centre-Forward,€2.50m,2021,southampton fc
Dan Nlundulu,Centre-Forward,€1.20m,2021,southampton fc
Shane Long,Centre-Forward,€800k,2021,southampton fc
David Raya,Goalkeeper,€22.00m,2021,brentford fc
Álvaro Fernández,Goalkeeper,€4.00m,2021,brentford fc
Jonas Lössl,Goalkeeper,€1.00m,2021,brentford fc
Patrik Gunnarsson,Goalkeeper,€500k,2021,brentford fc
Ellery Balcombe,Goalkeeper,€300k,2021,brentford fc
Matthew Cox,Goalkeeper,-,2021,brentford fc
Kristoffer Ajer,Centre-Back,€18.00m,2021,brentford fc
Ethan Pinnock,Centre-Back,€12.00m,2021,brentford fc
Pontus Jansson,Centre-Back,€7.00m,2021,brentford fc
Mads Bech Sørensen,Centre-Back,€5.00m,2021,brentford fc
Zanka,Centre-Back,€1.20m,2021,brentford fc
Charlie Goode,Centre-Back,€900k,2021,brentford fc
Julian Jeanvier,Centre-Back,€900k,2021,brentford fc
Rico Henry,Left-Back,€20.00m,2021,brentford fc
Dominic Thompson,Left-Back,€800k,2021,brentford fc
Mads Roerslev,Right-Back,€2.50m,2021,brentford fc
Fin Stevens,Right-Back,€400k,2021,brentford fc
Daniel Oyegoke,Right-Back,-,2021,brentford fc
Christian Nørgaard,Defensive Midfield,€14.00m,2021,brentford fc
Vitaly Janelt,Defensive Midfield,€14.00m,2021,brentford fc
Mathias Jensen,Central Midfield,€10.00m,2021,brentford fc
Josh Dasilva,Central Midfield,€10.00m,2021,brentford fc
Frank Onyeka,Central Midfield,€9.00m,2021,brentford fc
Shandon Baptiste,Central Midfield,€3.00m,2021,brentford fc
Mads Bidstrup,Central Midfield,€1.00m,2021,brentford fc
Paris Maghoma,Central Midfield,€200k,2021,brentford fc
Christian Eriksen,Attacking Midfield,€20.00m,2021,brentford fc
Saman Ghoddos,Attacking Midfield,€2.50m,2021,brentford fc
Myles Peart-Harris,Attacking Midfield,€1.00m,2021,brentford fc
Sergi Canós,Left Winger,€14.00m,2021,brentford fc
Tariqe Fosu,Left Winger,€2.00m,2021,brentford fc
Max Haygarth,Left Winger,€100k,2021,brentford fc
Bryan Mbeumo,Right Winger,€22.00m,2021,brentford fc
Nathan Young-Coombes,Right Winger,-,2021,brentford fc
Ivan Toney,Centre-Forward,€35.00m,2021,brentford fc
Yoane Wissa,Centre-Forward,€12.00m,2021,brentford fc
Marcus Forss,Centre-Forward,€4.00m,2021,brentford fc
Halil Dervişoğlu,Centre-Forward,€3.00m,2021,brentford fc
Jack Butland,Goalkeeper,€1.80m,2021,crystal palace
Vicente Guaita,Goalkeeper,€1.50m,2021,crystal palace
Remi Matthews,Goalkeeper,€300k,2021,crystal palace
Marc Guéhi,Centre-Back,€32.00m,2021,crystal palace
Joachim Andersen,Centre-Back,€25.00m,2021,crystal palace
Nathan Ferguson,Centre-Back,€2.50m,2021,crystal palace
James Tomkins,Centre-Back,€1.50m,2021,crystal palace
Jaroslaw Jach,Centre-Back,€500k,2021,crystal palace
Tyrick Mitchell,Left-Back,€25.00m,2021,crystal palace
Reece Hannam,Left-Back,€200k,2021,crystal palace
Tayo Adaramola,Left-Back,-,2021,crystal palace
Joel Ward,Right-Back,€2.00m,2021,crystal palace
Nathaniel Clyne,Right-Back,€2.00m,2021,crystal palace
Martin Kelly,Right-Back,€1.00m,2021,crystal palace
Jaïro Riedewald,Defensive Midfield,€5.00m,2021,crystal palace
Luka Milivojevic,Defensive Midfield,€4.00m,2021,crystal palace
Cheikhou Kouyaté,Defensive Midfield,€4.00m,2021,crystal palace
Conor Gallagher,Central Midfield,€25.00m,2021,crystal palace
Will Hughes,Central Midfield,€6.00m,2021,crystal palace
James McArthur,Central Midfield,€1.20m,2021,crystal palace
Jack Wells-Morrison,Central Midfield,-,2021,crystal palace
Jeffrey Schlupp,Other,€8.00m,2021,crystal palace
Eberechi Eze,Attacking Midfield,€22.00m,2021,crystal palace
Wilfried Zaha,Left Winger,€38.00m,2021,crystal palace
Michael Olise,Right Winger,€22.00m,2021,crystal palace
Jesurun Rak-Sakyi,Right Winger,€500k,2021,crystal palace
Scott Banks,Right Winger,€250k,2021,crystal palace
Odsonne Édouard,Centre-Forward,€17.00m,2021,crystal palace
Jean-Philippe Mateta,Centre-Forward,€10.00m,2021,crystal palace
Jordan Ayew,Centre-Forward,€6.00m,2021,crystal palace
Christian Benteke,Centre-Forward,€6.00m,2021,crystal palace
Luke Plange,Centre-Forward,€800k,2021,crystal palace
Robert Street,Centre-Forward,-,2021,crystal palace
Angus Gunn,Goalkeeper,€3.00m,2021,norwich city
Tim Krul,Goalkeeper,€2.00m,2021,norwich city
Daniel Barden,Goalkeeper,€250k,2021,norwich city
Michael McGovern,Goalkeeper,€250k,2021,norwich city
Aston Oxborough,Goalkeeper,€100k,2021,norwich city
Jon McCracken,Goalkeeper,€100k,2021,norwich city
Ozan Kabak,Centre-Back,€10.00m,2021,norwich city
Ben Gibson,Centre-Back,€6.00m,2021,norwich city
Grant Hanley,Centre-Back,€3.50m,2021,norwich city
Andrew Omobamidele,Centre-Back,€1.20m,2021,norwich city
Christoph Zimmermann,Centre-Back,€1.00m,2021,norwich city
Rocky Bushiri,Centre-Back,€500k,2021,norwich city
Akin Famewo,Centre-Back,€250k,2021,norwich city
Jonathan Tomkinson,Centre-Back,-,2021,norwich city
Brandon Williams,Left-Back,€12.00m,2021,norwich city
Dimitrios Giannoulis,Left-Back,€5.00m,2021,norwich city
Sam McCallum,Left-Back,€3.00m,2021,norwich city
Sam Byram,Left-Back,€2.00m,2021,norwich city
Max Aarons,Right-Back,€22.00m,2021,norwich city
Bali Mumba,Right-Back,€400k,2021,norwich city
Billy Gilmour,Defensive Midfield,€12.00m,2021,norwich city
Mathias Normann,Defensive Midfield,€10.00m,2021,norwich city
Pierre Lees-Melou,Defensive Midfield,€5.00m,2021,norwich city
Jacob Lungi Sørensen,Defensive Midfield,€1.50m,2021,norwich city
Kenny McLean,Central Midfield,€2.50m,2021,norwich city
Daniel Adshead,Central Midfield,€250k,2021,norwich city
Liam Gibbs,Central Midfield,-,2021,norwich city
Todd Cantwell,Attacking Midfield,€18.00m,2021,norwich city
Kieran Dowell,Attacking Midfield,€2.50m,2021,norwich city
Danel Sinani,Attacking Midfield,€1.50m,2021,norwich city
Lukas Rupp,Attacking Midfield,€1.20m,2021,norwich city
Christos Tzolis,Left Winger,€8.00m,2021,norwich city
Przemyslaw Placheta,Left Winger,€1.80m,2021,norwich city
Onel Hernández,Left Winger,€1.50m,2021,norwich city
Josh Martin,Left Winger,€800k,2021,norwich city
Jonathan Rowe,Left Winger,€800k,2021,norwich city
Milot Rashica,Right Winger,€7.00m,2021,norwich city
Tony Springett,Right Winger,-,2021,norwich city
Abu Kamara,Right Winger,-,2021,norwich city
Josh Sargent,Centre-Forward,€7.00m,2021,norwich city
Teemu Pukki,Centre-Forward,€4.00m,2021,norwich city
Adam Idah,Centre-Forward,€3.00m,2021,norwich city
Jordan Hugill,Centre-Forward,€1.80m,2021,norwich city
Sebastian Soto,Centre-Forward,€400k,2021,norwich city
Thomas Dickson-Peters,Centre-Forward,€100k,2021,norwich city
Daniel Bachmann,Goalkeeper,€2.50m,2021,watford fc
Pontus Dahlberg,Goalkeeper,€1.00m,2021,watford fc
Ben Foster,Goalkeeper,€300k,2021,watford fc
Rob Elliot,Goalkeeper,€200k,2021,watford fc
Vincent Angelini,Goalkeeper,-,2021,watford fc
Samir Caetano,Centre-Back,€5.00m,2021,watford fc
William Troost-Ekong,Centre-Back,€4.00m,2021,watford fc
Adam Masina,Centre-Back,€3.00m,2021,watford fc
Christian Kabasele,Centre-Back,€3.00m,2021,watford fc
Nicolas N'Koulou,Centre-Back,€2.50m,2021,watford fc
Francisco Sierralta,Centre-Back,€1.50m,2021,watford fc
Craig Cathcart,Centre-Back,€1.20m,2021,watford fc
Mattie Pollock,Centre-Back,€300k,2021,watford fc
Derek Agyakwa,Centre-Back,€100k,2021,watford fc
Hassane Kamara,Left-Back,€4.00m,2021,watford fc
Danny Rose,Left-Back,€2.20m,2021,watford fc
James Morris,Left-Back,-,2021,watford fc
Jeremy Ngakia,Right-Back,€3.50m,2021,watford fc
Kiko Femenía,Right-Back,€2.50m,2021,watford fc
Peter Etebo,Defensive Midfield,€3.00m,2021,watford fc
Jaime Alvarado,Defensive Midfield,€250k,2021,watford fc
Imrân Louza,Central Midfield,€9.00m,2021,watford fc
Moussa Sissoko,Central Midfield,€4.50m,2021,watford fc
Ozan Tufan,Central Midfield,€3.80m,2021,watford fc
Edo Kayembe,Central Midfield,€3.00m,2021,watford fc
Tom Dele-Bashiru,Central Midfield,€2.50m,2021,watford fc
Domingos Quina,Central Midfield,€2.20m,2021,watford fc
Tom Cleverley,Central Midfield,€1.80m,2021,watford fc
Juraj Kucka,Central Midfield,€1.80m,2021,watford fc
Dan Gosling,Central Midfield,€1.00m,2021,watford fc
Kamil Conteh,Central Midfield,-,2021,watford fc
Ken Sema,Left Winger,€2.50m,2021,watford fc
Kwadwo Baah,Left Winger,€800k,2021,watford fc
Adrian Blake,Left Winger,-,2021,watford fc
Ismaïla Sarr,Right Winger,€27.00m,2021,watford fc
Philip Zinckernagel,Right Winger,€3.00m,2021,watford fc
Samuel Kalu,Right Winger,€3.00m,2021,watford fc
Shaqai Forde,Right Winger,-,2021,watford fc
João Pedro,Centre-Forward,€14.00m,2021,watford fc
Emmanuel Dennis,Centre-Forward,€14.00m,2021,watford fc
Cucho Hernández,Centre-Forward,€9.00m,2021,watford fc
Joshua King,Centre-Forward,€8.00m,2021,watford fc
Andre Gray,Centre-Forward,€2.00m,2021,watford fc
Ashley Fletcher,Centre-Forward,€2.00m,2021,watford fc
Troy Deeney,Centre-Forward,€1.00m,2021,watford fc
Tiago Çukur,Centre-Forward,€250k,2021,watford fc
Jack Grieves,Centre-Forward,-,2021,watford fc
Nick Pope,Goalkeeper,€15.00m,2021,burnley fc
Bailey Peacock-Farrell,Goalkeeper,€900k,2021,burnley fc
Wayne Hennessey,Goalkeeper,€500k,2021,burnley fc
Will Norris,Goalkeeper,€300k,2021,burnley fc
Lukas Jensen,Goalkeeper,€50k,2021,burnley fc
Sam Waller,Goalkeeper,-,2021,burnley fc
James Tarkowski,Centre-Back,€22.00m,2021,burnley fc
Nathan Collins,Centre-Back,€10.00m,2021,burnley fc
Ben Mee,Centre-Back,€2.50m,2021,burnley fc
Kevin Long,Centre-Back,€1.00m,2021,burnley fc
Bobby Thomas,Centre-Back,€200k,2021,burnley fc
Charlie Taylor,Left-Back,€3.00m,2021,burnley fc
Erik Pieters,Left-Back,€900k,2021,burnley fc
Owen Dodgson,Left-Back,-,2021,burnley fc
Connor Roberts,Right-Back,€2.50m,2021,burnley fc
Matthew Lowton,Right-Back,€1.20m,2021,burnley fc
Phil Bardsley,Right-Back,€250k,2021,burnley fc
Ashley Westwood,Defensive Midfield,€2.00m,2021,burnley fc
Jack Cork,Defensive Midfield,€1.80m,2021,burnley fc
Josh Brownhill,Central Midfield,€7.00m,2021,burnley fc
Dale Stephens,Central Midfield,€1.00m,2021,burnley fc
Mark Helm,Central Midfield,-,2021,burnley fc
Anthony Gomez-Mancini,Attacking Midfield,€250k,2021,burnley fc
Lewis Richardson,Attacking Midfield,-,2021,burnley fc
Dwight McNeil,Left Winger,€18.00m,2021,burnley fc
Maxwel Cornet,Left Winger,€15.00m,2021,burnley fc
Dara Costelloe,Left Winger,-,2021,burnley fc
Jóhann Berg Gudmundsson,Right Winger,€2.00m,2021,burnley fc
Aaron Lennon,Right Winger,€1.00m,2021,burnley fc
Wout Weghorst,Centre-Forward,€14.00m,2021,burnley fc
Chris Wood,Centre-Forward,€10.00m,2021,burnley fc
Jay Rodríguez,Centre-Forward,€2.00m,2021,burnley fc
Matej Vydra,Centre-Forward,€2.00m,2021,burnley fc
Ashley Barnes,Centre-Forward,€1.50m,2021,burnley fc
Joe McGlynn,Centre-Forward,-,2021,burnley fc
Ederson,Goalkeeper,€40.00m,2022,manchester city
Stefan Ortega,Goalkeeper,€9.00m,2022,manchester city
Zack Steffen,Goalkeeper,€3.50m,2022,manchester city
Scott Carson,Goalkeeper,€200k,2022,manchester city
Rúben Dias,Centre-Back,€80.00m,2022,manchester city
Nathan Aké,Centre-Back,€42.00m,2022,manchester city
John Stones,Centre-Back,€40.00m,2022,manchester city
Manuel Akanji,Centre-Back,€38.00m,2022,manchester city
Aymeric Laporte,Centre-Back,€25.00m,2022,manchester city
Luke Mbete,Centre-Back,€2.00m,2022,manchester city
Sergio Gómez,Left-Back,€13.00m,2022,manchester city
Josh Wilson-Esbrand,Left-Back,€1.50m,2022,manchester city
Benjamin Mendy,Left-Back,-,2022,manchester city
João Cancelo,Right-Back,€50.00m,2022,manchester city
Rico Lewis,Right-Back,€20.00m,2022,manchester city
Kyle Walker,Right-Back,€13.00m,2022,manchester city
Rodri,Defensive Midfield,€90.00m,2022,manchester city
Kalvin Phillips,Defensive Midfield,€32.00m,2022,manchester city
Máximo Perrone,Defensive Midfield,€10.00m,2022,manchester city
Claudio Gomes,Defensive Midfield,€1.40m,2022,manchester city
Shea Charles,Defensive Midfield,-,2022,manchester city
İlkay Gündoğan,Central Midfield,€20.00m,2022,manchester city
Alex Robertson,Central Midfield,€50k,2022,manchester city
Nico O'Reilly,Central Midfield,-,2022,manchester city
Bernardo Silva,Attacking Midfield,€80.00m,2022,manchester city
Kevin De Bruyne,Attacking Midfield,€70.00m,2022,manchester city
Cole Palmer,Attacking Midfield,€15.00m,2022,manchester city
Jack Grealish,Left Winger,€75.00m,2022,manchester city
Phil Foden,Right Winger,€110.00m,2022,manchester city
Riyad Mahrez,Right Winger,€20.00m,2022,manchester city
Ben Knight,Right Winger,€300k,2022,manchester city
Erling Haaland,Centre-Forward,€180.00m,2022,manchester city
Julián Alvarez,Centre-Forward,€60.00m,2022,manchester city
Liam Delap,Centre-Forward,€5.00m,2022,manchester city
Aaron Ramsdale,Goalkeeper,€40.00m,2022,arsenal fc
Matt Turner,Goalkeeper,€8.00m,2022,arsenal fc
Karl Hein,Goalkeeper,€1.50m,2022,arsenal fc
James Hillson,Goalkeeper,-,2022,arsenal fc
William Saliba,Centre-Back,€65.00m,2022,arsenal fc
Gabriel Magalhães,Centre-Back,€55.00m,2022,arsenal fc
Jakub Kiwior,Centre-Back,€25.00m,2022,arsenal fc
Takehiro Tomiyasu,Centre-Back,€25.00m,2022,arsenal fc
Auston Trusty,Centre-Back,€10.00m,2022,arsenal fc
Rob Holding,Centre-Back,€8.00m,2022,arsenal fc
Oleksandr Zinchenko,Left-Back,€42.00m,2022,arsenal fc
Kieran Tierney,Left-Back,€25.00m,2022,arsenal fc
Lino Sousa,Left-Back,€500k,2022,arsenal fc
Ben White,Right-Back,€55.00m,2022,arsenal fc
Ainsley Maitland-Niles,Right-Back,€8.00m,2022,arsenal fc
Cédric Soares,Right-Back,€3.00m,2022,arsenal fc
Reuell Walters,Right-Back,-,2022,arsenal fc
Thomas Partey,Defensive Midfield,€35.00m,2022,arsenal fc
Jorginho,Defensive Midfield,€25.00m,2022,arsenal fc
Granit Xhaka,Defensive Midfield,€20.00m,2022,arsenal fc
Mohamed Elneny,Defensive Midfield,€6.00m,2022,arsenal fc
Bradley Ibrahim,Defensive Midfield,€400k,2022,arsenal fc
Albert Sambi Lokonga,Central Midfield,€15.00m,2022,arsenal fc
Matt Smith,Central Midfield,€350k,2022,arsenal fc
Cătălin Cîrjan,Central Midfield,€250k,2022,arsenal fc
Mauro Bandeira,Central Midfield,-,2022,arsenal fc
Martin Ødegaard,Attacking Midfield,€90.00m,2022,arsenal fc
Emile Smith Rowe,Attacking Midfield,€35.00m,2022,arsenal fc
Fábio Vieira,Attacking Midfield,€25.00m,2022,arsenal fc
Ethan Nwaneri,Attacking Midfield,-,2022,arsenal fc
