Team,Squad_Size,Average_Age,Number_of_Foreigners,Average_Market_Value,Total_Market_Value,Position,Goal_Difference,Points,Year,Squad_Size_Normalized_by_Avg,Squad_Size_Normalized_by_Max,Average_Age_Normalized_by_Avg,Average_Age_Normalized_by_Max,Number_of_Foreigners_Normalized_by_Avg,Number_of_Foreigners_Normalized_by_Max,Average_Market_Value_Normalized_by_Avg,Average_Market_Value_Normalized_by_Max,Total_Market_Value_Normalized_by_Avg,Total_Market_Value_Normalized_by_Max
manchester city,36,25.9,24,13.85,498.6,1,64,89,2011,0.9756097560975611,0.72,0.9832953682611998,0.8900343642611683,1.054945054945055,0.6857142857142857,2.8893293000938773,1.0,2.7917445884052454,1.0
manchester united,41,25.1,24,9.86,404.1,2,56,89,2011,1.1111111111111112,0.82,0.9529233105542902,0.8625429553264605,1.054945054945055,0.6857142857142857,2.0569521226661105,0.711913357400722,2.2626233216497385,0.8104693140794224
chelsea fc,32,27.1,21,11.73,375.5,6,19,64,2011,0.8672086720867209,0.64,1.0288534548215644,0.9312714776632303,0.9230769230769231,0.6,2.4470637321372695,0.8469314079422383,2.102487149912093,0.7531087043722422
arsenal fc,45,24.7,35,8.05,362.43,3,25,70,2011,1.2195121951219512,0.9,0.9377372817008354,0.8487972508591065,1.5384615384615385,1.0,1.6793574632314594,0.5812274368231047,2.0293060392613578,0.7268953068592058
tottenham hotspur,50,25.7,27,6.47,323.5,4,25,69,2011,1.3550135501355014,1.0,0.9757023538344723,0.8831615120274914,1.1868131868131868,0.7714285714285715,1.3497444456034213,0.4671480144404332,1.811330474025465,0.6488166867228239
liverpool fc,31,26.1,18,7.64,236.9,8,7,52,2011,0.8401084010840109,0.62,0.9908883826879273,0.8969072164948454,0.7912087912087912,0.5142857142857142,1.5938249713153227,0.551624548736462,1.3264426253373498,0.47513036502206174
everton fc,36,26.8,25,4.72,169.95,7,10,56,2011,0.9756097560975611,0.72,1.0174639331814732,0.9209621993127147,1.098901098901099,0.7142857142857143,0.984666736205278,0.3407942238267148,0.951578405133316,0.34085439229843556
newcastle united,37,25.3,21,4.37,161.7,5,5,65,2011,1.0027100271002711,0.74,0.9605163249810176,0.8694158075601375,0.9230769230769231,0.6,0.9116511943256493,0.31552346570397116,0.9053852786705336,0.32430806257521055
sunderland afc,36,25.9,20,3.51,126.5,13,-1,45,2011,0.9756097560975611,0.72,0.9832953682611998,0.8900343642611683,0.8791208791208791,0.5714285714285714,0.7322415771357046,0.25342960288808664,0.7082946057626625,0.2537103890894504
aston villa,37,26.2,23,3.34,123.5,16,-16,38,2011,1.0027100271002711,0.74,0.9946848899012909,0.9003436426116838,1.010989010989011,0.6571428571428571,0.6967768853655992,0.2411552346570397,0.6914971052307416,0.24769354191736861
fulham fc,36,27.6,28,2.78,100.0,9,-3,52,2011,0.9756097560975611,0.72,1.047835990888383,0.9484536082474226,1.2307692307692308,0.8,0.5799520183581933,0.2007220216606498,0.5599166843973616,0.20056157240272762
bolton wanderers,38,26.4,19,2.37,90.05,18,-31,36,2011,1.029810298102981,0.76,1.0022779043280183,0.9072164948453607,0.8351648351648352,0.5428571428571428,0.494419526442057,0.17111913357400724,0.5042049742998241,0.18060569594865622
stoke city,32,29.1,16,2.55,81.65,14,-17,45,2011,0.8672086720867209,0.64,1.1047835990888384,1.0,0.7032967032967034,0.45714285714285713,0.5319703765515802,0.18411552346570395,0.4571719728104458,0.16375852386682713
queens park rangers,48,28.2,25,1.7,81.38,17,-23,37,2011,1.3008130081300813,0.96,1.070615034168565,0.9690721649484535,1.098901098901099,0.7142857142857143,0.3546469177010535,0.12274368231046931,0.4556601977625729,0.16321700762133973
blackburn rovers,37,25.9,26,2.16,80.0,19,-30,31,2011,1.0027100271002711,0.74,0.9832953682611998,0.8900343642611683,1.1428571428571428,0.7428571428571429,0.4506102013142798,0.15595667870036103,0.4479333475178893,0.1604492579221821
wolverhampton wanderers,37,25.6,24,2.11,78.05,20,-42,25,2011,1.0027100271002711,0.74,0.9719058466211088,0.8797250859106529,1.054945054945055,0.6857142857142857,0.44017940961718993,0.1523465703971119,0.43701497217214075,0.1565383072603289
swansea city,34,26.0,21,2.22,75.6,11,-7,47,2011,0.9214092140921409,0.68,0.9870918754745636,0.8934707903780068,0.9230769230769231,0.6,0.4631271513507876,0.16028880866425996,0.42329701340440534,0.15162454873646208
wigan athletic,30,26.7,22,2.48,74.25,15,-20,43,2011,0.8130081300813008,0.6,1.0136674259681095,0.9175257731958762,0.967032967032967,0.6285714285714286,0.5173672681756546,0.17906137184115523,0.415738138165041,0.14891696750902528
west bromwich albion,36,26.5,24,1.93,69.55,10,-7,47,2011,0.9756097560975611,0.72,1.006074411541382,0.9106529209621993,1.054945054945055,0.6857142857142857,0.40262855950766663,0.13935018050541517,0.389422053998365,0.13949057360609707
norwich city,29,26.0,12,2.03,58.75,12,-14,47,2011,0.7859078590785908,0.58,0.9870918754745636,0.8934707903780068,0.5274725274725275,0.34285714285714286,0.4234901429018462,0.14657039711191336,0.32895105208344994,0.11782992378660248
manchester city,41,25.3,29,12.25,502.1,2,32,78,2012,1.1156462585034013,0.9761904761904762,0.9660175639557084,0.8664383561643836,1.2446351931330473,0.8285714285714286,2.428387352562196,0.9169161676646707,2.64621790057578,1.0
manchester united,41,25.3,24,11.16,457.5,1,43,89,2012,1.1156462585034013,0.9761904761904762,0.9660175639557084,0.8664383561643836,1.0300429184549356,0.6857142857142857,2.2123104371097235,0.8353293413173654,2.4111624965413654,0.9111730730930093
chelsea fc,34,26.4,25,13.36,454.25,3,36,75,2012,0.9251700680272109,0.8095238095238095,1.0080183276059564,0.9041095890410958,1.0729613733905579,0.7142857142857143,2.6484289820596687,1.0,2.3940340197899785,0.9047002589125672
arsenal fc,42,24.4,35,7.07,296.9,4,35,73,2012,1.1428571428571428,1.0,0.9316533027873234,0.8356164383561644,1.502145922746781,1.0,1.4015264149073248,0.5291916167664671,1.5647522299959153,0.5913164708225452
tottenham hotspur,41,26.0,21,7.24,296.8,5,20,72,2012,1.1156462585034013,0.9761904761904762,0.9927453226422299,0.8904109589041096,0.9012875536480687,0.6,1.4352264842898206,0.5419161676646707,1.5642251999420267,0.5911173073093009
liverpool fc,41,24.0,21,6.73,276.1,7,28,61,2012,1.1156462585034013,0.9761904761904762,0.9163802978235969,0.8219178082191781,0.9012875536480687,0.6,1.3341262761423334,0.50374251497006,1.4551299787870404,0.5498904600677156
newcastle united,39,25.1,26,5.13,200.25,16,-23,41,2012,1.0612244897959184,0.9285714285714286,0.9583810614738452,0.8595890410958905,1.1158798283261802,0.7428571428571429,1.0169491525423728,0.38398203592814373,1.055377682912368,0.3988249352718582
everton fc,29,26.2,20,4.82,139.75,6,15,63,2012,0.7891156462585034,0.6904761904761905,1.0003818251240932,0.8972602739726028,0.8583690987124464,0.5714285714285714,0.9554960848448806,0.3607784431137725,0.7365245003096301,0.27833100975901215
sunderland afc,37,25.8,19,3.62,133.9,17,-13,39,2012,1.0068027210884354,0.8809523809523809,0.9851088201603667,0.8835616438356165,0.815450643776824,0.5428571428571428,0.7176132421449103,0.27095808383233533,0.705693242157134,0.2666799442342163
queens park rangers,38,29.2,22,3.16,120.05,20,-30,25,2012,1.034013605442177,0.9047619047619048,1.1149293623520429,1.0,0.944206008583691,0.6285714285714286,0.6264248191099216,0.23652694610778446,0.632699579693532,0.23909579764987052
aston villa,33,25.2,22,3.35,110.5,15,-22,41,2012,0.8979591836734694,0.7857142857142857,0.9621993127147767,0.863013698630137,0.944206008583691,0.6285714285714286,0.664089602537417,0.25074850299401197,0.5823682095471494,0.22007568213503284
fulham fc,37,28.0,32,2.97,109.85,12,-10,43,2012,1.0068027210884354,0.8809523809523809,1.069110347460863,0.9589041095890412,1.3733905579399142,0.9142857142857143,0.5887600356824264,0.2223053892215569,0.578942514196872,0.21878111929894442
stoke city,30,28.9,18,3.47,104.05,13,-11,42,2012,0.8163265306122449,0.7142857142857143,1.103474608629248,0.9897260273972602,0.7725321888412017,0.5142857142857142,0.687877886807414,0.2597305389221557,0.5483747710713203,0.20722963553077076
west ham united,39,25.9,20,2.64,103.0,10,-8,46,2012,1.0612244897959184,0.9285714285714286,0.9889270714012982,0.886986301369863,0.8583690987124464,0.5714285714285714,0.5233422539399346,0.1976047904191617,0.5428409555054877,0.20513841864170482
swansea city,33,26.7,22,3.1,102.25,9,-4,46,2012,0.8979591836734694,0.7857142857142857,1.0194730813287516,0.9143835616438356,0.944206008583691,0.6285714285714286,0.6145306769749231,0.2320359281437126,0.5388882301013215,0.20364469229237203
west bromwich albion,32,26.6,23,2.92,93.5,8,-4,49,2012,0.8707482993197279,0.7619047619047619,1.0156548300878199,0.9109589041095891,0.9871244635193133,0.6571428571428571,0.5788482505699276,0.218562874251497,0.4927731003860495,0.18621788488348934
wigan athletic,37,26.2,29,2.47,91.55,18,-26,36,2012,1.0068027210884354,0.8809523809523809,1.0003818251240932,0.8972602739726028,1.2446351931330473,0.8285714285714286,0.4896421845574388,0.1848802395209581,0.48249601433521744,0.18233419637522405
southampton fc,40,25.3,16,2.08,83.05,14,-11,41,2012,1.08843537414966,0.9523809523809523,0.9660175639557084,0.8664383561643836,0.6866952789699571,0.45714285714285713,0.41233026067994843,0.15568862275449102,0.4376984597546675,0.16540529774945228
norwich city,36,26.4,16,2.03,73.25,11,-17,44,2012,0.9795918367346939,0.8571428571428571,1.0080183276059564,0.9041095890410958,0.6866952789699571,0.45714285714285713,0.40241847556744964,0.15194610778443113,0.38604951447356284,0.14588727345150368
reading fc,35,26.9,26,1.32,46.25,19,-30,28,2012,0.9523809523809523,0.8333333333333334,1.0271095838106148,0.9212328767123288,1.1158798283261802,0.7428571428571429,0.2616711269699673,0.09880239520958085,0.24375139992358064,0.0921131248755228
chelsea fc,49,25.2,40,11.92,584.2,3,44,82,2013,1.2894736842105263,1.0,0.9660724554341575,0.9097472924187726,1.5533980582524272,1.0,2.199870812955615,0.7061611374407584,2.8928453823166036,1.0
manchester city,27,27.3,21,16.88,455.8,1,65,86,2013,0.7105263157894737,0.5510204081632653,1.046578493387004,0.9855595667870036,0.8155339805825242,0.525,3.115253298883455,1.0,2.2570334222182606,0.780212256076686
manchester united,37,26.1,24,10.88,402.55,7,21,64,2013,0.9736842105263158,0.7551020408163265,1.0005750431282345,0.9422382671480145,0.9320388349514563,0.6,2.0079357755836487,0.6445497630331755,1.99334972381299,0.6890619650804518
arsenal fc,41,25.0,35,9.41,385.75,4,27,79,2013,1.0789473684210527,0.8367346938775511,0.9584052137243626,0.9025270758122744,1.3592233009708738,0.875,1.736642982375196,0.5574644549763034,1.9101593738935805,0.6603046901745977
liverpool fc,36,24.6,25,8.77,315.75,2,51,84,2013,0.9473684210526315,0.7346938775510204,0.9430707303047728,0.888086642599278,0.970873786407767,0.625,1.6185291132232167,0.5195497630331753,1.5635329158960416,0.5404827114002053
tottenham hotspur,41,24.4,22,7.05,288.95,6,4,69,2013,1.0789473684210527,0.8367346938775511,0.9354034885949779,0.8808664259927798,0.8543689320388349,0.55,1.3010980898772724,0.41765402843601895,1.4308245005484124,0.4946080109551523
everton fc,34,26.5,23,6.18,210.0,5,22,72,2013,0.8947368421052632,0.6938775510204082,1.0159095265478244,0.9566787003610109,0.8932038834951457,0.575,1.1405370489988005,0.36611374407582936,1.0398793739926169,0.35946593632317697
newcastle united,37,25.3,27,4.66,172.3,10,-16,49,2013,0.9736842105263158,0.7551020408163265,0.969906076289055,0.9133574007220218,1.0485436893203883,0.675,0.8600166097628495,0.2760663507109005,0.8531962673282281,0.2949332420403971
southampton fc,35,24.7,17,3.76,131.5,8,8,56,2013,0.9210526315789473,0.7142857142857143,0.9469043511596702,0.8916967509025271,0.6601941747572816,0.425,0.6939189812678785,0.22274881516587677,0.651162560381091,0.22509414584046558
swansea city,36,26.1,28,3.58,128.93,12,0,42,2013,0.9473684210526315,0.7346938775510204,1.0005750431282345,0.9422382671480145,1.087378640776699,0.7,0.6606994555688844,0.21208530805687206,0.6384364175660385,0.22069496747689146
sunderland afc,39,26.0,28,3.13,122.0,14,-19,38,2013,1.0263157894736843,0.7959183673469388,0.9967414222733372,0.9386281588447654,1.087378640776699,0.7,0.5776506413213989,0.1854265402843602,0.6041203982242821,0.20883259157822662
fulham fc,48,26.4,36,2.35,112.65,19,-45,32,2013,1.263157894736842,0.9795918367346939,1.012075905692927,0.9530685920577617,1.3980582524271845,0.9,0.43369936329242414,0.139218009478673,0.5578210070488966,0.19282779869907565
west ham united,45,26.3,26,2.43,109.5,13,-11,40,2013,1.1842105263157894,0.9183673469387755,1.0082422848380295,0.9494584837545127,1.0097087378640777,0.65,0.44846359693642157,0.143957345971564,0.5422228164390073,0.18743580965422799
aston villa,36,25.2,23,3.04,109.5,15,-22,38,2013,0.9473684210526315,0.7346938775510204,0.9660724554341575,0.9097472924187726,0.8932038834951457,0.575,0.5610408784719019,0.18009478672985782,0.5422228164390073,0.18743580965422799
stoke city,33,27.1,23,3.17,104.7,9,-7,50,2013,0.868421052631579,0.673469387755102,1.0389112516772092,0.9783393501805054,0.8932038834951457,0.575,0.5850327581433976,0.1877962085308057,0.5184541450334618,0.1792194453954125
west bromwich albion,33,27.7,24,2.75,90.8,17,-16,36,2013,0.868421052631579,0.673469387755102,1.0619129768065938,1.0,0.9320388349514563,0.6,0.5075205315124112,0.16291469194312796,0.4496240340882362,0.15542622389592603
norwich city,32,27.0,18,2.79,89.3,18,-34,33,2013,0.8421052631578947,0.6530612244897959,1.0350776308223117,0.9747292418772563,0.6990291262135923,0.45,0.5149026483344099,0.16528436018957346,0.44219632427400324,0.1528586100650462
cardiff city,42,25.9,26,2.09,87.9,20,-42,30,2013,1.105263157894737,0.8571428571428571,0.9929078014184396,0.9350180505415162,1.0097087378640777,0.65,0.3857156039494325,0.12381516587677725,0.4352637951140525,0.15046217048955837
crystal palace,45,27.2,25,1.53,68.7,11,-15,45,2013,1.1842105263157894,0.9183673469387755,1.0427448725321065,0.9819494584837545,0.970873786407767,0.625,0.2823659684414506,0.09063981042654029,0.34018910949187037,0.11759671345429647
hull city,34,27.7,24,2.0,68.15,16,-15,37,2013,0.8947368421052632,0.6938775510204082,1.0619129768065938,1.0,0.9320388349514563,0.6,0.36910584109993544,0.11848341232227488,0.3374656158933183,0.11665525504964054
chelsea fc,38,25.4,28,14.66,557.25,1,41,87,2014,1.0187667560321716,0.8837209302325582,0.97150506789061,0.9071428571428571,1.1965811965811965,0.9333333333333333,2.638351480248358,1.0,2.646042806775959,1.0
manchester united,43,25.4,26,11.75,505.4,4,25,70,2014,1.1528150134048258,1.0,0.97150506789061,0.9071428571428571,1.1111111111111112,0.8666666666666667,2.114640511113111,0.8015006821282401,2.3998385545887295,0.9069537909376402
manchester city,34,27.1,27,13.18,448.25,2,45,79,2014,0.9115281501340483,0.7906976744186046,1.0365270606234462,0.9678571428571429,1.153846153846154,0.9,2.3719967605507066,0.8990450204638472,2.128467811821128,0.8043965903992822
arsenal fc,42,24.5,30,9.88,414.75,3,35,75,2014,1.126005361930295,0.9767441860465116,0.9370816599732262,0.875,1.2820512820512822,1.0,1.7780977233870243,0.6739427012278308,1.9693965977753771,0.7442799461641992
liverpool fc,35,24.8,21,9.28,324.85,6,4,62,2014,0.9383378016085792,0.813953488372093,0.9485561292790209,0.8857142857142858,0.8974358974358975,0.7,1.6701160802663546,0.6330150068212823,1.5425159367988701,0.5829519964109466
tottenham hotspur,42,25.2,25,7.24,304.15,5,5,64,2014,1.126005361930295,0.9767441860465116,0.963855421686747,0.9,1.0683760683760684,0.8333333333333334,1.3029784936560787,0.49386084583901774,1.4442241717019433,0.545805293853746
southampton fc,37,25.1,20,5.68,210.25,7,21,60,2014,0.9919571045576409,0.8604651162790697,0.9600305985848155,0.8964285714285715,0.8547008547008548,0.6666666666666666,1.0222262215423379,0.3874488403819918,0.9983499329289284,0.3772992373261552
everton fc,40,25.7,22,4.57,182.85,11,-2,47,2014,1.0723860589812333,0.9302325581395349,0.9829795371964046,0.9178571428571428,0.9401709401709403,0.7333333333333333,0.8224601817690993,0.3117326057298772,0.8682439250228516,0.32812920592193806
newcastle united,42,24.4,28,3.33,140.0,15,-23,39,2014,1.126005361930295,0.9767441860465116,0.9332568368712947,0.8714285714285713,1.1965811965811965,0.9333333333333333,0.5992981193197157,0.2271487039563438,0.6647752228777645,0.2512337371018394
west ham united,36,26.2,21,3.78,135.9,12,-3,47,2014,0.96514745308311,0.8372093023255814,1.0021036527060623,0.9357142857142857,0.8974358974358975,0.7,0.6802843516602177,0.2578444747612551,0.6453068056363442,0.24387617765814268
swansea city,36,25.8,26,3.63,130.75,8,-3,56,2014,0.96514745308311,0.8372093023255814,0.9868043602983363,0.9214285714285715,1.1111111111111112,0.8666666666666667,0.6532889408800504,0.247612551159618,0.6208525742233407,0.23463436518618214
hull city,35,27.5,25,3.35,117.1,18,-18,35,2014,0.9383378016085792,0.813953488372093,1.0518263530311722,0.9821428571428571,1.0683760683760684,0.8333333333333334,0.602897507423738,0.22851296043656208,0.5560369899927586,0.2101390758187528
aston villa,38,25.9,20,3.01,114.25,17,-26,38,2014,1.0187667560321716,0.8837209302325582,0.9906291834002677,0.9249999999999999,0.8547008547008548,0.6666666666666666,0.5417079096553585,0.2053206002728513,0.5425040658127471,0.20502467474203678
queens park rangers,41,26.6,25,2.74,112.25,20,-31,30,2014,1.0991957104557641,0.9534883720930233,1.0174029451137885,0.9500000000000001,1.0683760683760684,0.8333333333333334,0.49311617025105736,0.18690313778990453,0.5330072769144933,0.20143562135486764
stoke city,30,28.0,23,3.68,110.5,9,3,54,2014,0.804289544235925,0.6976744186046512,1.07095046854083,1.0,0.982905982905983,0.7666666666666667,0.6622874111401063,0.25102319236016374,0.5246975866285213,0.19829519964109465
crystal palace,42,27.6,26,2.32,97.25,10,-4,48,2014,1.126005361930295,0.9767441860465116,1.055651176133104,0.9857142857142858,1.1111111111111112,0.8666666666666667,0.41752902006658865,0.15825375170532058,0.46178136017759,0.17451772095109916
west bromwich albion,34,27.0,23,2.82,95.95,13,-13,44,2014,0.9115281501340483,0.7906976744186046,1.0327022375215147,0.9642857142857143,0.982905982905983,0.7666666666666667,0.5075137226671466,0.1923601637107776,0.455608447393725,0.17218483624943923
sunderland afc,34,26.3,20,2.68,91.0,16,-22,38,2014,0.9115281501340483,0.7906976744186046,1.0059284758079938,0.9392857142857143,0.8547008547008548,0.6666666666666666,0.48231800593899044,0.18281036834924966,0.4321038948705469,0.1633019291161956
leicester city,37,27.4,19,1.8,66.7,14,-9,41,2014,0.9919571045576409,0.8604651162790697,1.0480015299292407,0.9785714285714285,0.811965811965812,0.6333333333333333,0.32394492936200847,0.12278308321964529,0.3167179097567635,0.11969493046209063
burnley fc,30,27.0,13,1.75,52.55,19,-25,33,2014,0.804289544235925,0.6976744186046512,1.0327022375215147,0.9642857142857143,0.5555555555555556,0.43333333333333335,0.3149464591019527,0.11937244201909959,0.249528128301618,0.094302377747869
chelsea fc,40,25.2,31,13.84,553.5,10,6,50,2015,1.0075566750629723,0.8,0.9724098012733938,0.9032258064516129,1.2375249500998005,0.8857142857142857,2.2288429020049922,1.0,2.2787014489412374,1.0
manchester city,38,25.9,27,13.14,499.35,4,30,66,2015,0.9571788413098236,0.76,0.9994211846420992,0.9283154121863799,1.0778443113772456,0.7714285714285715,2.1161124084064737,0.9494219653179191,2.05577157819116,0.9021680216802168
arsenal fc,41,25.2,30,11.17,457.85,2,29,71,2015,1.0327455919395465,0.82,0.9724098012733938,0.9032258064516129,1.1976047904191616,0.8571428571428571,1.7988565907077865,0.8070809248554913,1.8849204307095675,0.8271906052393858
manchester united,44,24.1,27,10.0,439.85,5,14,66,2015,1.1083123425692694,0.88,0.9299633416939997,0.8637992831541219,1.0778443113772456,0.7714285714285715,1.610435622835977,0.7225433526011561,1.8108163185488768,0.7946702800361337
liverpool fc,44,23.9,27,8.53,375.25,8,13,60,2015,1.1083123425692694,0.88,0.9222458035886552,0.8566308243727598,1.0778443113772456,0.7714285714285715,1.3737015862790882,0.616329479768786,1.544864893794398,0.6779584462511292
tottenham hotspur,31,24.2,16,12.0,371.85,3,34,70,2015,0.7808564231738034,0.62,0.9338221107466718,0.8673835125448028,0.6387225548902196,0.45714285714285713,1.9325227474031725,0.8670520231213873,1.5308674503862678,0.6718157181571817
everton fc,39,26.1,22,6.41,249.85,11,4,47,2015,0.9823677581863979,0.78,1.0071387227474438,0.935483870967742,0.8782435129740519,0.6285714285714286,1.0322892342378613,0.46315028901734107,1.0286062457415865,0.4514001806684733
southampton fc,35,25.6,20,6.44,225.5,6,18,63,2015,0.8816120906801007,0.7,0.9878448774840827,0.917562724014337,0.7984031936127745,0.5714285714285714,1.0371205411063693,0.4653179190751445,0.9283598495686524,0.4074074074074074
west ham united,50,24.7,28,4.03,201.33,7,14,62,2015,1.2594458438287153,1.0,0.9531159560100328,0.8853046594982079,1.1177644710578842,0.8,0.6490055560028988,0.2911849710982659,0.828854494517325,0.363739837398374
newcastle united,42,25.2,28,4.71,198.0,18,-21,37,2015,1.0579345088161207,0.84,0.9724098012733938,0.9032258064516129,1.1177644710578842,0.8,0.7585151783557452,0.3403179190751445,0.8151452337675972,0.35772357723577236
leicester city,35,27.3,21,4.6,161.1,1,32,81,2015,0.8816120906801007,0.7,1.05344395137951,0.9784946236559141,0.8383233532934131,0.6,0.7408003865045494,0.33236994219653176,0.6632318038381813,0.29105691056910565
stoke city,31,27.9,24,4.74,147.0,9,-14,51,2015,0.7808564231738034,0.62,1.0765965656955432,1.0,0.9580838323353293,0.6857142857142857,0.7633464852242532,0.342485549132948,0.6051835826456403,0.26558265582655827
swansea city,36,26.4,27,4.05,145.8,12,-10,47,2015,0.906801007556675,0.72,1.0187150299054601,0.946236559139785,1.0778443113772456,0.7714285714285715,0.6522264272485707,0.2926300578034682,0.6002433085015944,0.2634146341463415
watford fc,39,27.8,35,3.51,137.0,13,-10,45,2015,0.9823677581863979,0.78,1.072737796642871,0.9964157706093191,1.3972055888223553,1.0,0.565262903615428,0.2536127167630058,0.5640146314452567,0.24751580849141824
crystal palace,38,27.2,20,3.57,135.7,15,-12,42,2015,0.9571788413098236,0.76,1.0495851823268378,0.974910394265233,0.7984031936127745,0.5714285714285714,0.5749255173524438,0.2579479768786127,0.5586626677892067,0.24516711833785002
aston villa,44,25.1,24,2.68,117.95,20,-49,17,2015,1.1083123425692694,0.88,0.9685510322207217,0.899641577060932,0.9580838323353293,0.6857142857142857,0.4315967469200419,0.19364161849710984,0.4855877794085257,0.21309846431797652
norwich city,41,27.0,23,2.85,116.9,19,-28,34,2015,1.0327455919395465,0.82,1.0418676442214934,0.967741935483871,0.9181636726546906,0.6571428571428571,0.45897415250825346,0.2059248554913295,0.4812650395324854,0.21120144534778681
west bromwich albion,35,26.9,22,3.23,113.1,14,-14,43,2015,0.8816120906801007,0.7,1.0380088751688212,0.96415770609319,0.8782435129740519,0.6285714285714286,0.5201707061760206,0.2333815028901734,0.4656208380763396,0.2043360433604336
sunderland afc,42,27.0,27,2.65,111.25,17,-14,39,2015,1.0579345088161207,0.84,1.0418676442214934,0.967741935483871,1.0778443113772456,0.7714285714285715,0.4267654400515339,0.19147398843930635,0.4580045821042686,0.2009936766034327
afc bournemouth,49,25.6,22,2.04,99.9,16,-22,42,2015,1.234256926952141,0.98,0.9878448774840827,0.917562724014337,0.8782435129740519,0.6285714285714286,0.32852886705853934,0.14739884393063585,0.41127782249183314,0.1804878048780488
chelsea fc,49,25.4,41,14.01,686.7,1,52,93,2016,1.2531969309462916,1.0,0.9676190476190476,0.910394265232975,1.6334661354581672,1.0,1.8795277703246582,0.8506375227686703,2.336326180666365,1.0
manchester city,35,26.9,29,16.47,576.5,3,41,78,2016,0.8951406649616368,0.7142857142857143,1.0247619047619048,0.96415770609319,1.1553784860557768,0.7073170731707317,2.209551918433056,1.0,1.9613980532316286,0.8395223532838211
tottenham hotspur,38,24.1,20,14.31,543.65,2,60,86,2016,0.9718670076726342,0.7755102040816326,0.9180952380952382,0.8637992831541219,0.796812749003984,0.4878048780487805,1.9197746176549508,0.8688524590163935,1.849634087839332,0.791684869666521
arsenal fc,42,25.3,26,12.9,542.0,5,33,75,2016,1.0741687979539642,0.8571428571428571,0.9638095238095238,0.906810035842294,1.0358565737051793,0.6341463414634146,1.730614435202576,0.7832422586520948,1.8440203726826414,0.7892820736857433
manchester united,42,25.0,26,12.65,531.45,6,25,69,2016,1.0741687979539642,0.8571428571428571,0.9523809523809523,0.8960573476702509,1.0358565737051793,0.6341463414634146,1.6970753957606657,0.7680631451123255,1.8081266181959221,0.7739187418086501
liverpool fc,38,24.9,24,11.2,425.65,4,36,76,2016,0.9718670076726342,0.7755102040816326,0.9485714285714285,0.8924731182795699,0.9561752988047808,0.5853658536585366,1.5025489669975853,0.6800242865816636,1.4481683978456943,0.6198485510412115
everton fc,39,26.4,26,7.98,311.25,7,18,61,2016,0.9974424552429667,0.7959183673469388,1.0057142857142856,0.946236559139785,1.0358565737051793,0.6341463414634146,1.0705661389857797,0.4845173041894354,1.0589508136484727,0.4532546963739624
west ham united,44,25.1,29,6.21,273.05,11,-17,45,2016,1.1253196930946292,0.8979591836734694,0.9561904761904763,0.899641577060932,1.1553784860557768,0.7073170731707317,0.833109739737054,0.3770491803278689,0.9289848021420577,0.39762632881898935
southampton fc,36,25.9,19,7.33,263.75,8,-7,46,2016,0.9207161125319693,0.7346938775510204,0.9866666666666666,0.9283154121863799,0.7569721115537849,0.4634146341463415,0.9833646364368126,0.44505160898603524,0.8973438621679828,0.3840832969273336
crystal palace,45,26.6,27,5.08,228.43,14,-13,41,2016,1.1508951406649617,0.9183673469387755,1.0133333333333334,0.9534050179211471,1.0756972111553784,0.6585365853658537,0.6815132814596191,0.30843958712811176,0.7771763352987007,0.3326489005388088
leicester city,31,27.1,22,7.05,218.65,12,-15,44,2016,0.7928388746803069,0.6326530612244898,1.0323809523809524,0.971326164874552,0.8764940239043825,0.5365853658536586,0.9458009122618729,0.42805100182149364,0.7439023145517704,0.318406873452745
stoke city,34,27.7,27,5.47,186.0,13,-15,44,2016,0.8695652173913043,0.6938775510204082,1.0552380952380953,0.992831541218638,1.0756972111553784,0.6585365853658537,0.7338341829889993,0.3321190042501518,0.6328187994814969,0.27086063783311487
watford fc,46,27.3,37,3.82,175.65,17,-28,40,2016,1.1764705882352942,0.9387755102040817,1.04,0.9784946236559141,1.4741035856573705,0.9024390243902439,0.5124765226723907,0.23193685488767457,0.5976054953168006,0.25578855395369154
swansea city,37,27.4,28,4.25,157.1,15,-25,41,2016,0.9462915601023018,0.7551020408163265,1.0438095238095237,0.982078853046595,1.1155378486055776,0.6829268292682927,0.5701636705124766,0.2580449301760777,0.5344937279491567,0.22877530216979755
hull city,42,26.5,24,3.23,135.85,18,-43,34,2016,1.0741687979539642,0.8571428571428571,1.0095238095238095,0.949820788530466,0.9561752988047808,0.5853658536585366,0.4333243895894822,0.19611414693381907,0.46219588123420074,0.19783020241735835
sunderland afc,42,25.8,27,3.14,132.0,20,-40,24,2016,1.0741687979539642,0.8571428571428571,0.9828571428571429,0.924731182795699,1.0756972111553784,0.6585365853658537,0.4212503353903945,0.19064966605950215,0.4490972125352558,0.19222367846221056
afc bournemouth,41,24.8,16,3.21,131.6,9,-12,46,2016,1.0485933503836318,0.8367346938775511,0.9447619047619048,0.888888888888889,0.6374501992031872,0.3902439024390244,0.43064126643412937,0.19489981785063754,0.4477363118912096,0.1916411824668705
middlesbrough fc,35,27.9,21,3.68,128.8,19,-26,28,2016,0.8951406649616368,0.7142857142857143,1.0628571428571427,1.0,0.8366533864541832,0.5121951219512195,0.49369466058492095,0.2234365513054038,0.438210007382886,0.18756371049949033
